Date,Open,High,Low,Close,Adj Close,Volume
2019-07-19,3004.260010,3006.020020,2975.860107,2976.610107,2976.610107,3260360000
2019-07-22,2981.929932,2990.709961,2976.649902,2985.030029,2985.030029,3003720000
2019-07-23,2994.739990,3005.899902,2988.560059,3005.469971,3005.469971,3313660000
2019-07-24,2998.770020,3019.590088,2996.820068,3019.560059,3019.560059,3428980000
2019-07-25,3016.260010,3016.310059,2997.239990,3003.669922,3003.669922,3645270000
2019-07-26,3013.250000,3027.979980,3012.590088,3025.860107,3025.860107,3257590000
2019-07-29,3024.469971,3025.610107,3014.300049,3020.969971,3020.969971,3203710000
2019-07-30,3007.659912,3017.189941,3000.939941,3013.179932,3013.179932,3634330000
2019-07-31,3016.219971,3017.399902,2958.080078,2980.379883,2980.379883,4623430000
2019-08-01,2980.320068,3013.590088,2945.229980,2953.560059,2953.560059,4762300000
2019-08-02,2943.899902,2945.500000,2914.110107,2932.050049,2932.050049,3874660000
2019-08-05,2898.070068,2898.070068,2822.120117,2844.739990,2844.739990,4513730000
2019-08-06,2861.179932,2884.399902,2847.419922,2881.770020,2881.770020,4154240000
2019-08-07,2858.649902,2892.169922,2825.709961,2883.979980,2883.979980,4491750000
2019-08-08,2896.209961,2938.719971,2894.469971,2938.090088,2938.090088,4106370000
2019-08-09,2930.510010,2935.750000,2900.149902,2918.649902,2918.649902,3350640000
2019-08-12,2907.070068,2907.580078,2873.139893,2882.699951,2882.699951,2851630000
2019-08-13,2880.719971,2943.310059,2877.050049,2926.320068,2926.320068,3853600000
2019-08-14,2894.149902,2894.149902,2839.639893,2840.600098,2840.600098,4312530000
2019-08-15,2846.199951,2856.669922,2825.510010,2847.600098,2847.600098,4038000000
2019-08-16,2864.739990,2893.629883,2864.739990,2888.679932,2888.679932,3498150000
2019-08-19,2913.479980,2931.000000,2913.479980,2923.649902,2923.649902,3212880000
2019-08-20,2919.010010,2923.629883,2899.600098,2900.510010,2900.510010,3066300000
2019-08-21,2922.040039,2928.729980,2917.909912,2924.429932,2924.429932,3011190000
2019-08-22,2930.939941,2939.080078,2904.510010,2922.949951,2922.949951,2890880000
2019-08-23,2911.070068,2927.010010,2834.969971,2847.110107,2847.110107,3937300000
2019-08-26,2866.699951,2879.270020,2856.000000,2878.379883,2878.379883,2857600000
2019-08-27,2893.139893,2898.790039,2860.590088,2869.159912,2869.159912,3533630000
2019-08-28,2861.280029,2890.030029,2853.050049,2887.939941,2887.939941,3097420000
2019-08-29,2910.370117,2930.500000,2905.669922,2924.580078,2924.580078,3176190000
2019-08-30,2937.090088,2940.429932,2913.320068,2926.459961,2926.459961,3008450000
2019-09-03,2909.010010,2914.389893,2891.850098,2906.270020,2906.270020,3426790000
2019-09-04,2924.669922,2938.840088,2921.860107,2937.780029,2937.780029,3163260000
2019-09-05,2960.600098,2985.860107,2960.600098,2976.000000,2976.000000,3890700000
2019-09-06,2980.330078,2985.030029,2972.510010,2978.709961,2978.709961,3208280000
2019-09-09,2988.429932,2989.429932,2969.389893,2978.429932,2978.429932,4002890000
2019-09-10,2971.010010,2979.389893,2957.010010,2979.389893,2979.389893,4390770000
2019-09-11,2981.409912,3000.929932,2975.310059,3000.929932,3000.929932,3927550000
2019-09-12,3009.080078,3020.739990,3000.919922,3009.570068,3009.570068,3791860000
2019-09-13,3012.209961,3017.330078,3002.899902,3007.389893,3007.389893,3520060000
2019-09-16,2996.409912,3002.189941,2990.669922,2997.959961,2997.959961,4274640000
2019-09-17,2995.669922,3006.209961,2993.729980,3005.699951,3005.699951,3671840000
2019-09-18,3001.500000,3007.830078,2978.570068,3006.729980,3006.729980,3435540000
2019-09-19,3010.360107,3021.989990,3003.159912,3006.790039,3006.790039,3251290000
2019-09-20,3008.419922,3016.370117,2984.679932,2992.070068,2992.070068,6094740000
2019-09-23,2983.500000,2999.149902,2982.229980,2991.780029,2991.780029,3186590000
2019-09-24,3002.429932,3007.979980,2957.729980,2966.600098,2966.600098,3868160000
2019-09-25,2968.350098,2989.820068,2952.860107,2984.870117,2984.870117,3318870000
2019-09-26,2985.729980,2987.280029,2963.709961,2977.620117,2977.620117,3077240000
2019-09-27,2985.469971,2987.310059,2945.530029,2961.790039,2961.790039,3243650000
2019-09-30,2967.070068,2983.850098,2967.070068,2976.739990,2976.739990,3247610000
2019-10-01,2983.689941,2992.530029,2938.699951,2940.250000,2940.250000,3558040000
2019-10-02,2924.780029,2924.780029,2874.929932,2887.610107,2887.610107,3912520000
2019-10-03,2885.379883,2911.129883,2855.939941,2910.629883,2910.629883,3503640000
2019-10-04,2918.560059,2953.739990,2918.560059,2952.010010,2952.010010,2990830000
2019-10-07,2944.229980,2959.750000,2935.679932,2938.790039,2938.790039,2940140000
2019-10-08,2920.399902,2925.469971,2892.659912,2893.060059,2893.060059,3356450000
2019-10-09,2911.100098,2929.320068,2907.409912,2919.399902,2919.399902,2726820000
2019-10-10,2918.550049,2948.459961,2917.120117,2938.129883,2938.129883,3217250000
2019-10-11,2963.070068,2993.280029,2963.070068,2970.270020,2970.270020,3580460000
2019-10-14,2965.810059,2972.840088,2962.939941,2966.149902,2966.149902,2557020000
2019-10-15,2973.610107,3003.280029,2973.610107,2995.679932,2995.679932,3340740000
2019-10-16,2989.679932,2997.540039,2985.199951,2989.689941,2989.689941,3222570000
2019-10-17,3000.770020,3008.290039,2991.790039,2997.949951,2997.949951,3115960000
2019-10-18,2996.840088,3000.000000,2976.310059,2986.199951,2986.199951,3264290000
2019-10-21,2996.479980,3007.330078,2995.350098,3006.719971,3006.719971,3271620000
2019-10-22,3010.729980,3014.570068,2995.040039,2995.989990,2995.989990,3523890000
2019-10-23,2994.010010,3004.780029,2991.209961,3004.520020,3004.520020,3392870000
2019-10-24,3014.780029,3016.070068,3000.419922,3010.290039,3010.290039,3692600000
2019-10-25,3003.320068,3027.389893,3001.939941,3022.550049,3022.550049,3370370000
2019-10-28,3032.120117,3044.080078,3032.120117,3039.419922,3039.419922,3521230000
2019-10-29,3035.389893,3047.870117,3034.810059,3036.889893,3036.889893,3589930000
2019-10-30,3039.739990,3050.100098,3025.959961,3046.770020,3046.770020,3776030000
2019-10-31,3046.899902,3046.899902,3023.189941,3037.560059,3037.560059,4139280000
2019-11-01,3050.719971,3066.949951,3050.719971,3066.909912,3066.909912,3930200000
2019-11-04,3078.959961,3085.199951,3074.870117,3078.270020,3078.270020,4146850000
2019-11-05,3080.800049,3083.949951,3072.149902,3074.620117,3074.620117,4486130000
2019-11-06,3075.100098,3078.340088,3065.889893,3076.780029,3076.780029,4458190000
2019-11-07,3087.020020,3097.770020,3080.229980,3085.179932,3085.179932,4144640000
2019-11-08,3081.250000,3093.090088,3073.580078,3093.080078,3093.080078,3499150000
2019-11-11,3080.330078,3088.330078,3075.820068,3087.010010,3087.010010,3035530000
2019-11-12,3089.280029,3102.610107,3084.729980,3091.840088,3091.840088,3466010000
2019-11-13,3084.179932,3098.060059,3078.800049,3094.040039,3094.040039,3509280000
2019-11-14,3090.750000,3098.199951,3083.260010,3096.629883,3096.629883,3276070000
2019-11-15,3107.919922,3120.459961,3104.600098,3120.459961,3120.459961,3335650000
2019-11-18,3117.909912,3124.169922,3112.060059,3122.030029,3122.030029,3436690000
2019-11-19,3127.449951,3127.639893,3113.469971,3120.179932,3120.179932,3590070000
2019-11-20,3114.659912,3118.969971,3091.409912,3108.459961,3108.459961,4034890000
2019-11-21,3108.489990,3110.110107,3094.550049,3103.540039,3103.540039,3720560000
2019-11-22,3111.409912,3112.870117,3099.260010,3110.290039,3110.290039,3226780000
2019-11-25,3117.439941,3133.830078,3117.439941,3133.639893,3133.639893,3511530000
2019-11-26,3134.850098,3142.689941,3131.000000,3140.520020,3140.520020,4595590000
2019-11-27,3145.489990,3154.260010,3143.409912,3153.629883,3153.629883,3033090000
2019-11-29,3147.179932,3150.300049,3139.340088,3140.979980,3140.979980,1743020000
2019-12-02,3143.850098,3144.310059,3110.780029,3113.870117,3113.870117,3268740000
2019-12-03,3087.409912,3094.969971,3070.330078,3093.199951,3093.199951,3653390000
2019-12-04,3103.500000,3119.379883,3102.530029,3112.760010,3112.760010,3695030000
2019-12-05,3119.209961,3119.449951,3103.760010,3117.429932,3117.429932,3355750000
2019-12-06,3134.620117,3150.600098,3134.620117,3145.909912,3145.909912,3479480000
2019-12-09,3141.860107,3148.870117,3135.459961,3135.959961,3135.959961,3345990000
2019-12-10,3135.360107,3142.120117,3126.090088,3132.520020,3132.520020,3343790000
2019-12-11,3135.750000,3143.979980,3133.209961,3141.629883,3141.629883,3252540000
2019-12-12,3141.229980,3176.280029,3138.469971,3168.570068,3168.570068,3990690000
2019-12-13,3166.649902,3182.679932,3156.510010,3168.800049,3168.800049,3736870000
2019-12-16,3183.629883,3197.709961,3183.629883,3191.449951,3191.449951,4051790000
2019-12-17,3195.399902,3198.219971,3191.030029,3192.520020,3192.520020,3837540000
2019-12-18,3195.209961,3198.479980,3191.139893,3191.139893,3191.139893,4014080000
2019-12-19,3192.320068,3205.479980,3192.320068,3205.370117,3205.370117,3720450000
2019-12-20,3223.330078,3225.649902,3216.030029,3221.219971,3221.219971,6454270000
2019-12-23,3226.050049,3227.780029,3222.300049,3224.010010,3224.010010,3060610000
2019-12-24,3225.449951,3226.429932,3220.510010,3223.379883,3223.379883,1296540000
2019-12-26,3227.199951,3240.080078,3227.199951,3239.909912,3239.909912,2160680000
2019-12-27,3247.229980,3247.929932,3234.370117,3240.020020,3240.020020,2428670000
2019-12-30,3240.090088,3240.919922,3216.570068,3221.290039,3221.290039,3013290000
2019-12-31,3215.179932,3231.719971,3212.030029,3230.780029,3230.780029,2893810000
2020-01-02,3244.669922,3258.139893,3235.530029,3257.850098,3257.850098,3458250000
2020-01-03,3226.360107,3246.149902,3222.340088,3234.850098,3234.850098,3461290000
2020-01-06,3217.550049,3246.840088,3214.639893,3246.280029,3246.280029,3674070000
2020-01-07,3241.860107,3244.909912,3232.429932,3237.179932,3237.179932,3420380000
2020-01-08,3238.590088,3267.070068,3236.669922,3253.050049,3253.050049,3720890000
2020-01-09,3266.030029,3275.580078,3263.669922,3274.699951,3274.699951,3638390000
2020-01-10,3281.810059,3282.989990,3260.860107,3265.350098,3265.350098,3212970000
2020-01-13,3271.129883,3288.129883,3268.429932,3288.129883,3288.129883,3456380000
2020-01-14,3285.350098,3294.250000,3277.189941,3283.149902,3283.149902,3665130000
2020-01-15,3282.270020,3298.659912,3280.689941,3289.290039,3289.290039,3716840000
2020-01-16,3302.969971,3317.110107,3302.820068,3316.810059,3316.810059,3535080000
2020-01-17,3323.659912,3329.879883,3318.860107,3329.620117,3329.620117,3698170000
2020-01-21,3321.030029,3329.790039,3316.610107,3320.790039,3320.790039,4105340000
2020-01-22,3330.020020,3337.770020,3320.040039,3321.750000,3321.750000,3619850000
2020-01-23,3315.770020,3326.879883,3301.870117,3325.540039,3325.540039,3764860000
2020-01-24,3333.100098,3333.179932,3281.530029,3295.469971,3295.469971,3707130000
2020-01-27,3247.159912,3258.850098,3234.500000,3243.629883,3243.629883,3823100000
2020-01-28,3255.350098,3285.780029,3253.219971,3276.239990,3276.239990,3526720000
2020-01-29,3289.459961,3293.469971,3271.889893,3273.399902,3273.399902,3584500000
2020-01-30,3256.449951,3285.909912,3242.800049,3283.659912,3283.659912,3787250000
2020-01-31,3282.330078,3282.330078,3214.679932,3225.520020,3225.520020,4527830000
2020-02-03,3235.659912,3268.439941,3235.659912,3248.919922,3248.919922,3757910000
2020-02-04,3280.610107,3306.919922,3280.610107,3297.590088,3297.590088,3995320000
2020-02-05,3324.909912,3337.580078,3313.750000,3334.689941,3334.689941,4117730000
2020-02-06,3344.919922,3347.959961,3334.389893,3345.780029,3345.780029,3868370000
2020-02-07,3335.540039,3341.419922,3322.120117,3327.709961,3327.709961,3730650000
2020-02-10,3318.280029,3352.260010,3317.770020,3352.090088,3352.090088,3450350000
2020-02-11,3365.870117,3375.629883,3352.719971,3357.750000,3357.750000,3760550000
2020-02-12,3370.500000,3381.469971,3369.719971,3379.449951,3379.449951,3926380000
2020-02-13,3365.899902,3385.090088,3360.520020,3373.939941,3373.939941,3498240000
2020-02-14,3378.080078,3380.689941,3366.149902,3380.159912,3380.159912,3398040000
2020-02-18,3369.040039,3375.010010,3355.610107,3370.290039,3370.290039,3746720000
2020-02-19,3380.389893,3393.520020,3378.830078,3386.149902,3386.149902,3600150000
2020-02-20,3380.449951,3389.149902,3341.020020,3373.229980,3373.229980,4007320000
2020-02-21,3360.500000,3360.760010,3328.449951,3337.750000,3337.750000,3899270000
2020-02-24,3257.610107,3259.810059,3214.649902,3225.889893,3225.889893,4842960000
2020-02-25,3238.939941,3246.989990,3118.770020,3128.209961,3128.209961,5591510000
2020-02-26,3139.899902,3182.510010,3108.989990,3116.389893,3116.389893,5478110000
2020-02-27,3062.540039,3097.070068,2977.389893,2978.760010,2978.760010,7058840000
2020-02-28,2916.899902,2959.719971,2855.840088,2954.219971,2954.219971,8563850000
2020-03-02,2974.280029,3090.959961,2945.189941,3090.229980,3090.229980,6376400000
2020-03-03,3096.459961,3136.719971,2976.629883,3003.370117,3003.370117,6355940000
2020-03-04,3045.750000,3130.969971,3034.379883,3130.120117,3130.120117,5035480000
2020-03-05,3075.699951,3083.040039,2999.830078,3023.939941,3023.939941,5575550000
2020-03-06,2954.199951,2985.929932,2901.540039,2972.370117,2972.370117,6552140000
2020-03-09,2863.889893,2863.889893,2734.429932,2746.560059,2746.560059,8423050000
2020-03-10,2813.479980,2882.590088,2734.000000,2882.229980,2882.229980,7635960000
2020-03-11,2825.600098,2825.600098,2707.219971,2741.379883,2741.379883,7374110000
2020-03-12,2630.860107,2660.949951,2478.860107,2480.639893,2480.639893,8829380000
2020-03-13,2569.989990,2711.330078,2492.370117,2711.020020,2711.020020,8258670000
2020-03-16,2508.590088,2562.979980,2380.939941,2386.129883,2386.129883,7781540000
2020-03-17,2425.659912,2553.929932,2367.040039,2529.189941,2529.189941,8358500000
2020-03-18,2436.500000,2453.570068,2280.520020,2398.100098,2398.100098,8755780000
2020-03-19,2393.479980,2466.969971,2319.780029,2409.389893,2409.389893,7946710000
2020-03-20,2431.939941,2453.010010,2295.560059,2304.919922,2304.919922,9044690000
